user_id,x1,x2,x3,x10,x12,x13,x15,x16,x18,x19,x20,x24,x26,x27,x28,x29,x36,x39,x40,x41,y
2000002436243900 ,26,37,4,0,0,0,0,0,0,3,1,3,6,1,33,21,2,0,0,5,0
2000002366467350 ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,181,1,0,0,0,4,0
2000001600448350 ,26,0,8,0,0,0,0,0,6,13,2,0,5,0.8,54,57,0,0,0,1,0
2000002489627170 ,108,85,9,0,0,39,83,51,25,11,6,12,7,1,20,44,5,0,0,2,0
2000002381442360 ,270,244,5,2,484,118,46,55,41,66,57,15,7,0.86,39,117,10,0,0,4,0
2000002547641760 ,96,44,5,0,0,38,31,40,19,6,54,13,6,1.17,22,117,6,0,0,5,0
2000002670615640 ,65,41,8,0,0,29,19,40,15,6,3,8,7,1,22,13,3,0,0,5,0
2000002781598810 ,116,46,17,0,710,68,53,45,39,59,14,6,7,0.86,17,89,8,0,0,2,0
2000002421096870 ,14,26,0,0,0,0,0,0,0,0,32,0,4,1.75,21,11,1,0,0,5,0
2000002372549830 ,43,15,8,0,0,25,13,10,10,7,0,0,5,1.2,30,10,3,0,0,3,0
2000002399697290 ,9,17,1,0,0,0,0,0,1,1,5,0,4,1.5,40,1,0,0,0,2,0
2000002810212450 ,0,5,0,0,0,4,5,1,2,4,2,0,1,0,167,13,2,0,0,2,0
2000002409819110 ,4,11,1,0,0,0,0,0,0,2,0,0,3,1.33,94,2,0,0,0,5,0
2000002521070570 ,144,76,10,0,1801,35,20,54,26,26,71,26,8,0.88,18,33,17,0,0,2,0
2000002738630240 ,150,101,10,0,0,81,46,55,37,42,0,11,7,0.86,16,36,5,0,0,2,0
2000002544499060 ,75,25,2,0,0,34,15,24,18,0,11,11,8,0.88,375,10,5,0,0,3,0
2000001590207920 ,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,4,0
2000002669097570 ,125,44,10,0,0,107,31,42,26,11,96,10,4,1,89,50,6,0,0,6,0
2000002763405910 ,4,6,0,0,0,0,0,0,0,0,1,0,2,0.5,133,1,0,0,0,6,0
2000002775306120 ,83,53,2,0,0,16,38,44,16,3,52,2,4,1,378,18,5,0,0,2,0
2000002596408890 ,57,52,6,0,0,18,13,24,9,2,8,7,4,1.75,16,20,1,0,0,3,0
2000002502133770 ,12,9,4,0,0,9,4,1,1,1,2,0,2,3.5,371,4,0,0,0,2,0
2000002738637510 ,7,11,2,0,0,0,0,0,0,2,0,1,3,1,67,19,2,0,0,2,0
2000002923415860 ,111,59,5,0,0,51,80,56,4,6,43,9,4,1,22,72,7,0,0,4,0
2000002435898330 ,87,44,5,0,0,34,39,54,21,13,0,8,4,1.75,22,37,5,0,0,5,0
2000002439496380 ,15,22,10,0,0,0,0,0,0,8,6,8,4,1.75,376,16,4,0,0,5,0
2000002506277170 ,86,54,6,0,0,26,54,43,9,2,19,9,6,0.83,64,24,4,0,0,1,0
2000002512295590 ,23,20,3,0,0,11,1,1,5,7,11,0,4,1.75,372,5,0,0,0,3,0
2000002943597080 ,34,48,0,0,0,25,23,20,2,9,20,2,2,0.5,24,125,2,0,0,4,0
2000002626011120 ,106,103,13,1,0,30,92,67,9,6,23,28,7,0.86,47,106,8,3,0,4,0
2000002793801460 ,81,71,9,0,0,34,18,28,14,11,2,8,5,1.2,379,133,4,0,0,6,0
2000001717168950 ,7,14,2,0,0,0,0,0,0,0,15,0,3,1,117,3,0,0,0,6,0
2000002869919710 ,125,99,1,0,0,78,44,54,30,1,44,28,7,0.86,360,31,5,0,0,3,0
2000002645600980 ,33,63,0,2,0,0,0,0,6,0,11,2,4,1.25,68,7,2,2,0,6,0
2000002738664730 ,66,52,15,0,31,0,0,1,6,54,32,1,2,0.5,85,238,10,0,0,2,0
2000002368696270 ,102,77,20,0,0,34,32,41,19,13,14,13,8,0.88,369,12,6,0,0,2,0
2000002652000880 ,36,22,5,0,0,25,27,13,2,11,10,3,3,2,42,25,1,0,0,4,0
2000002455604650 ,135,69,7,0,1144,71,24,28,28,24,2,13,7,0.86,43,100,10,0,0,4,0
2000002555316140 ,6,9,1,0,0,0,0,0,0,1,0,0,2,2.5,67,1,1,0,0,0,0
2000002544426410 ,88,50,8,0,34,36,18,30,13,9,10,11,6,1,32,13,5,0,0,1,0
2000002378810660 ,41,37,28,0,7,0,0,0,114,7,12,0,2,0.5,180,20,1,0,0,2,0
2000002486997920 ,1,2,2,0,0,0,0,0,3,3,2,0,2,2,85,3,0,0,0,5,0
2000002538327540 ,76,47,7,0,0,34,28,24,15,10,17,13,6,0.83,62,19,7,0,0,3,0
2000002481029440 ,17,35,3,0,0,0,0,0,1,6,23,0,5,0.8,83,3,1,0,0,2,0
2000002377018540 ,15,9,6,2,0,9,17,3,1,3,2,0,2,2.5,71,10,1,1,1,2,0
2000002001405800 ,17,10,0,0,0,0,3,0,0,0,4,0,3,0.67,143,6,1,0,0,5,0
2000002681815560 ,58,28,0,0,0,25,14,22,9,0,0,9,5,0.8,45,22,3,0,0,2,0
2000002174112630 ,101,69,2,0,0,13,88,34,9,0,47,6,5,1.2,44,141,9,0,0,4,0
2000002550324590 ,28,26,7,0,0,9,23,4,58,4,2,0,3,1.33,95,13,1,0,0,4,0
2000002409695420 ,11,11,1,0,0,0,2,2,10,0,0,0,4,0.75,113,3,1,0,0,2,0
2000002404317260 ,68,75,3,1,0,17,107,13,6,6,23,3,6,1,46,16,4,1,0,4,0
2000002923314940 ,2,4,2,0,0,0,0,0,25,3,4,0,1,0,165,5,0,0,0,4,0
2000002521173400 ,219,178,20,0,54,68,42,51,32,44,13,42,7,0.86,43,60,11,0,0,4,0
2000002395496070 ,15,34,1,0,31,0,0,0,0,1,13,0,2,2.5,62,8,0,0,0,3,0
2000002444898170 ,77,30,6,0,0,42,17,46,17,14,28,5,4,1.75,375,26,2,0,0,2,0
2000001576456490 ,238,182,16,0,40,102,66,136,70,26,53,30,7,1,370,139,5,0,0,5,0
2000002519225950 ,69,40,1,0,0,34,252,30,18,0,0,17,7,1,368,31,4,0,0,4,0
2000002417900030 ,39,20,5,0,0,17,12,13,6,6,2,2,3,1.67,60,18,2,0,0,5,0
2000002753280860 ,118,45,9,0,0,43,26,32,30,9,1,1,3,0.67,112,58,5,0,0,3,0
2000002896239480 ,81,122,13,0,146,0,166,73,9,35,74,12,5,0.8,43,39,8,0,0,2,0
2000002371619370 ,23,18,6,0,0,9,7,6,3,7,2,0,4,1.25,71,7,2,0,0,2,0
2000002381401350 ,26,13,0,0,0,7,60,9,1,0,0,2,5,1.2,39,20,2,0,0,3,0
2000002859504140 ,0,82,0,0,9,42,86,38,5,58,32,4,6,1,19,53,8,0,0,2,0
2000002362024630 ,9,13,5,0,0,0,0,0,11,1,10,0,2,2,78,2,1,0,0,4,0
2000001593637320 ,0,17,0,0,0,0,0,0,0,5,2,0,5,1,0,14,3,0,0,3,0
2000002421002740 ,50,38,18,0,0,26,55,51,13,23,19,7,6,0.83,70,36,5,0,0,5,0
2000002566002760 ,91,67,4,0,34,47,23,56,17,4,8,2,6,1,38,180,5,0,0,5,0
2000001654657720 ,30,27,2,0,0,9,5,7,3,3,19,1,4,0.75,373,13,2,0,0,5,0
2000002491710700 ,30,30,1,0,0,9,5,10,5,0,0,5,2,0.5,162,11,1,0,0,6,0
2000002749195690 ,101,110,0,1,11,36,177,55,8,30,54,35,7,0.86,374,100,8,1,1,3,0
2000002411516410 ,90,21,6,0,0,50,24,68,28,7,0,1,5,1,68,23,5,0,0,2,0
2000002912038190 ,23,15,3,0,0,16,53,15,1,5,3,4,3,1,81,18,3,0,0,2,0
2000002496328910 ,10,20,4,0,0,0,0,0,25,1,0,0,2,1.5,108,2,0,0,0,4,0
2000002521144150 ,3,10,0,0,0,0,0,0,0,0,0,0,1,0,169,4,0,0,0,6,0
2000002426311280 ,186,236,31,0,1177,43,27,58,29,79,96,10,8,0.88,20,148,10,0,0,5,0
2000002652012040 ,37,35,3,0,0,22,18,22,3,1,27,2,4,1.25,70,13,3,0,0,1,0
2000002645523570 ,74,48,6,0,0,64,60,62,19,45,50,0,4,1.75,374,41,3,0,0,2,0
2000002510897080 ,63,28,1,0,0,38,55,64,4,0,11,0,3,1,117,33,2,0,0,2,0
2000002718072570 ,101,39,6,0,0,72,36,74,27,13,31,1,7,0.86,15,61,6,0,0,2,0
2000002404380750 ,144,84,13,0,0,99,76,96,34,19,2,22,7,0.86,43,111,5,0,0,6,0
2000002409731470 ,34,48,9,3,0,0,0,0,25,7,9,0,1,0,180,7,0,1,1,4,0
2000002896352790 ,50,66,2,0,0,0,0,0,0,9,28,0,4,1.25,26,101,4,0,0,4,0
2000002419576330 ,28,20,1,0,0,0,0,1,0,10,7,0,2,0.5,161,399,2,0,0,1,0
2000002763458040 ,156,108,9,0,0,96,110,63,20,17,8,23,6,0.83,378,57,5,0,0,2,0
2000002739941940 ,16,10,0,0,0,36,2,2,11,1,5,0,2,1,86,62,3,0,0,4,0
2000002749298400 ,106,32,11,0,603,35,62,69,23,62,14,6,5,0.8,375,71,7,0,0,2,0
2000002487100250 ,54,40,16,0,0,17,7,33,7,7,11,3,5,1,62,14,2,0,0,3,0
2000002496329950 ,115,57,7,0,0,137,31,75,27,4,0,8,5,1.4,372,171,2,0,0,2,0
2000001639486380 ,31,47,8,0,0,1,11,1,3,3,10,0,4,1,79,12,2,0,0,2,0
2000002352922850 ,92,40,8,0,0,56,52,44,33,15,3,18,7,1,374,23,3,0,0,1,0
2000002491595460 ,7,8,1,0,0,0,0,0,0,0,1,1,3,5,106,7,0,0,0,5,0
2000002626054180 ,28,49,11,0,1434,0,0,0,4,35,13,0,4,1.75,375,25,2,0,0,4,0
2000002931512150 ,0,125,0,0,4,0,0,0,0,32,2,10,5,1,47,52,6,0,0,3,0
2000002441545010 ,81,35,3,0,0,34,55,24,23,0,0,3,7,0.86,47,14,5,0,0,1,0
2000002931507200 ,47,67,2,0,0,0,0,0,0,6,46,5,5,1.2,21,75,5,0,0,2,0
2000002928358320 ,123,150,17,0,0,52,47,34,10,3,22,8,7,0.86,144,32,3,0,0,1,0
2000002885517230 ,115,158,0,0,0,38,21,30,21,0,28,24,6,0.83,35,42,5,0,0,4,0
2000002869991030 ,72,48,4,0,0,34,21,49,18,7,0,7,4,0.75,65,28,5,0,0,2,0
2000002499102210 ,13,23,4,0,0,0,0,0,2,1,3,0,3,1.33,190,2,0,0,0,1,0
2000002436354980 ,99,53,6,0,398,44,27,59,20,15,58,1,7,1,372,52,6,0,0,2,0
2000002377002700 ,8,14,1,0,0,0,0,0,0,0,0,0,3,1.67,67,3,1,0,0,3,0
2000002753249990 ,137,92,5,0,40,34,21,44,33,47,61,13,6,0.83,15,191,11,0,0,4,0
2000002504528230 ,70,86,6,0,43,42,12,30,10,13,42,4,6,0.83,66,23,5,0,0,2,0
2000002819036250 ,17,34,1,0,0,0,0,0,0,7,16,0,4,0.75,94,18,2,0,0,3,0
2000002939329880 ,72,13,0,0,0,50,33,31,5,0,8,8,4,0.75,0,36,3,0,0,3,0
2000002390715220 ,92,37,0,0,0,42,39,31,21,0,0,12,6,1,43,28,5,0,0,5,0
2000002491667170 ,102,59,1,0,0,34,18,35,15,0,4,3,6,0.83,68,21,4,0,0,5,0
2000002633658420 ,103,64,10,0,0,34,24,50,37,5,2,8,5,1,61,37,5,0,0,5,0
2000002415096060 ,3,2,1,0,0,0,0,0,0,1,0,0,2,3,44,10,1,0,0,4,0
2000002690127150 ,8,12,3,0,0,0,0,0,0,0,4,0,2,0.5,132,7,0,0,0,3,0
2000001619446230 ,96,56,11,0,0,59,21,50,26,8,19,17,8,0.88,378,10,4,0,0,4,0
2000002366528030 ,163,119,9,0,7,48,20,72,44,35,17,20,8,0.88,370,43,14,0,0,5,0
2000002657083600 ,36,34,1,0,0,17,4,4,6,1,2,0,3,1,117,94,2,0,0,3,0
2000002409831510 ,13,20,1,0,0,0,0,0,0,0,0,0,3,0.67,133,3,1,0,0,2,0
2000002363504190 ,100,55,16,0,45,34,75,50,22,51,59,0,8,0.88,376,71,7,0,0,3,0
2000002415160590 ,90,42,9,1,0,42,103,49,28,5,1,3,5,1.2,35,58,4,0,1,5,0
2000002400705320 ,48,32,7,0,0,25,19,23,8,16,0,8,5,1.4,20,17,2,0,0,4,0
2000002793857270 ,367,561,57,0,0,69,87,128,41,94,241,39,6,0.83,374,305,15,0,0,4,0
2000002408802280 ,5,5,3,0,0,0,0,0,0,0,1,0,2,1,138,32,0,0,0,2,0
2000002512329200 ,113,61,4,0,0,51,31,55,38,4,20,11,7,0.86,47,27,5,0,0,6,0
2000002455746640 ,159,105,14,2,0,85,50,77,45,21,60,11,8,0.88,371,41,8,0,2,2,0
2000002658815930 ,3,5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,3,0
2000002690161930 ,1,2,0,0,0,0,0,0,0,0,0,0,1,0,155,1,0,0,0,2,0
2000002381328110 ,88,65,9,0,0,0,15,27,34,19,9,13,7,1,21,22,7,0,0,4,0
2000002702396400 ,26,8,1,0,0,18,19,22,1,5,4,6,3,1.33,69,23,4,0,0,3,0
2000002633617670 ,28,14,7,0,0,9,14,15,4,11,15,0,4,1.25,56,43,2,0,0,2,0
2000002455720600 ,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,165,2,0,0,0,5,0
2000002506373190 ,11,13,2,0,0,0,0,0,5,1,0,0,3,1.67,65,4,2,0,0,2,0
2000002390706470 ,136,82,11,0,0,61,67,57,84,23,19,10,8,0.88,377,23,6,0,0,4,0
2000002193037330 ,64,23,5,0,0,0,33,33,0,14,5,0,4,0.75,66,54,8,0,0,3,0
2000002455788170 ,22,16,0,0,0,16,23,9,3,0,3,2,5,1,69,1,1,0,0,2,0
2000002504691440 ,131,180,28,0,378,20,10,22,22,38,63,11,7,1,379,33,8,0,0,3,0
2000002506375390 ,2,5,1,0,0,0,0,0,0,1,0,0,4,1.75,378,1,0,0,0,4,0
2000002381335160 ,12,21,4,0,206,0,0,0,0,6,0,0,3,2.33,368,4,1,0,0,6,0
2000002607737060 ,16,11,3,0,0,9,5,1,1,2,2,0,2,1.5,107,1,1,0,0,2,0
2000002544445880 ,82,73,6,0,0,25,10,37,18,11,25,8,6,1.17,374,22,5,0,0,3,0
2000002859843970 ,80,65,6,0,0,88,37,44,16,15,2,8,5,0.8,379,90,4,0,0,2,0
2000002738632950 ,27,26,12,0,161,0,0,0,2,17,2,0,5,0.8,65,56,1,0,0,2,0
2000002381422710 ,14,28,6,0,209,0,0,0,0,11,0,2,8,0.88,381,19,3,0,0,5,0
2000002739937370 ,51,27,5,0,0,33,14,11,15,8,1,0,3,2,371,21,4,0,0,2,0
2000002783620930 ,0,12,0,0,0,0,0,0,0,1,0,0,3,1.33,375,10,1,0,0,4,0
2000002444945550 ,2,5,1,5,0,0,0,0,0,0,0,0,3,2.33,367,15,0,3,1,3,0
2000002409341820 ,5,10,3,0,0,0,0,0,3,0,0,0,2,1,137,1,0,0,0,4,0
2000002368598460 ,110,95,14,0,0,34,13,24,23,18,7,13,7,1,369,76,6,0,0,2,0
2000002572741460 ,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,1,2,0
2000002343816430 ,64,53,1,0,0,40,25,34,10,4,2,6,5,1.4,20,292,5,0,0,1,0
2000002418409240 ,20,14,3,0,0,12,8,6,22,9,1,0,3,2,374,2,0,0,0,2,0
2000002731829370 ,90,93,0,0,0,34,29,46,2,31,108,3,7,0.86,373,44,7,0,0,4,0
2000002393905910 ,103,81,21,2,0,57,40,56,3,31,77,13,7,0.86,36,27,14,1,1,3,0
2000002926396770 ,25,48,1,0,0,0,8,8,0,0,19,2,4,0.75,41,6,2,0,0,3,0
2000002464223140 ,128,124,53,0,31,34,54,59,48,38,51,18,7,0.86,46,118,13,0,0,5,0
2000002504660860 ,9,15,1,0,0,0,0,0,0,0,1,0,2,2.5,71,1,1,0,0,4,0
2000002480128510 ,166,181,21,3,204,34,21,38,28,27,117,9,6,1.17,372,34,4,0,3,3,0
2000002938140450 ,26,55,1,0,25,0,0,2,0,3,20,10,4,1,0,58,3,0,0,3,0
2000002404363100 ,101,65,7,0,0,36,124,45,16,0,6,12,6,0.83,58,23,5,0,0,5,0
2000002510815200 ,37,54,4,0,0,9,21,12,9,6,22,2,4,1.5,34,7,1,0,0,4,0
2000002481062620 ,40,55,6,0,0,9,11,12,17,4,2,2,3,1.33,79,103,1,0,0,3,0
2000002738651810 ,91,60,11,0,0,53,18,21,16,11,15,3,4,0.75,21,69,4,0,0,2,0
2000002493520280 ,4,7,0,0,0,0,1,0,0,0,0,0,2,4,190,10,0,0,0,5,0
2000002749295680 ,9,21,0,0,0,0,0,0,0,0,9,0,2,1.5,374,2,0,0,0,2,0
2000002928304930 ,95,204,1,0,853,0,0,0,0,0,48,5,6,0.83,192,237,4,0,0,6,0
2000002366561990 ,102,101,15,0,0,42,19,43,19,38,11,8,7,1,370,37,8,0,0,3,0
2000002763531280 ,25,39,5,0,0,0,1,0,0,6,17,0,2,1.5,21,21,1,0,0,4,0
2000002749295700 ,76,22,0,0,0,34,121,29,15,1,8,9,4,0.75,374,28,3,0,0,2,0
2000002670620450 ,4,8,1,0,0,0,0,0,0,1,0,0,2,1.5,370,1,0,0,0,4,0
2000002358608160 ,78,55,1,0,42,29,17,31,14,10,23,3,5,1,67,12,6,0,0,5,0
2000002472337040 ,134,99,4,0,148,99,101,35,38,35,36,16,6,1,36,50,9,0,0,6,0
2000002939224290 ,0,14,0,0,0,0,0,0,0,6,0,0,1,0,72,17,0,0,0,4,0
2000002738607530 ,74,21,8,0,0,34,58,45,15,11,2,10,5,0.8,68,47,5,0,0,2,0
2000002731830580 ,10,21,0,0,0,0,0,0,0,1,10,0,1,0,134,5,2,0,0,6,0
2000002491695850 ,94,120,7,0,0,20,9,13,37,5,97,3,6,0.83,59,120,4,0,0,5,0
2000002896367720 ,191,103,17,0,0,150,132,96,62,40,5,8,6,0.83,41,63,8,0,0,3,0
2000002491641600 ,29,26,1,0,0,10,10,14,9,0,20,2,4,1.5,39,9,2,0,0,4,0
2000002491728400 ,18,7,1,0,0,9,5,13,3,0,0,4,4,0.75,96,5,1,0,0,4,0
2000002621906970 ,54,18,0,0,0,22,9,1,2,0,0,0,4,1.25,69,180,2,0,0,4,0
2000002807708250 ,5,7,1,0,0,0,0,0,14,7,0,0,1,0,166,13,0,0,0,1,0
2000001984513010 ,130,78,2,0,147,34,20,47,18,15,82,11,6,1.17,367,28,8,0,0,3,0
2000002763477170 ,12,10,0,0,0,0,1,1,0,0,11,0,2,0.5,45,12,2,0,0,2,0
2000002793867270 ,89,11,5,0,0,31,206,88,34,8,6,17,5,1.2,19,74,7,0,0,2,0
2000002919901830 ,0,21,0,0,0,0,0,0,0,1,0,0,2,0.5,105,13,1,0,0,3,0
2000002413995320 ,5,9,0,0,0,0,0,0,0,0,0,0,2,2.5,64,2,1,0,0,5,0
2000002378716610 ,80,36,2,0,0,46,19,41,20,2,0,12,6,0.83,68,15,5,0,0,3,0
2000002555366440 ,64,133,3,0,1251,0,0,0,12,13,117,0,8,0.88,21,72,8,0,0,5,0
2000002399597070 ,75,24,12,0,0,34,53,44,31,10,3,10,7,1,376,16,3,0,0,3,0
2000002607696490 ,25,20,1,0,0,9,7,12,3,6,4,0,4,1.75,379,9,3,0,0,6,0
2000002441413110 ,1,2,0,0,0,0,0,0,0,0,0,0,1,0,187,1,0,0,0,5,0
2000002363497130 ,79,21,6,0,0,118,101,89,4,3,1,0,3,1.67,420,96,3,0,0,4,0
2000002368709650 ,56,34,2,0,0,27,14,16,14,1,13,2,5,1.2,41,13,2,0,0,4,0
2000002550443580 ,142,107,22,0,75,57,9,22,38,40,66,3,7,0.86,40,50,8,0,0,5,0
2000002390704080 ,62,33,0,0,0,63,61,50,9,0,0,7,7,0.86,39,9,5,0,0,5,0
2000002857798970 ,33,33,2,0,0,9,3,3,7,1,26,1,4,0.75,62,40,3,0,0,2,0
2000002489497280 ,96,85,4,1,0,42,20,66,18,2,5,16,7,1,372,11,4,0,1,2,0
2000002421178740 ,99,55,10,0,0,48,49,46,23,10,4,15,6,1,38,21,5,0,0,2,0
2000002667798570 ,34,27,0,0,0,0,17,9,0,1,0,2,1,0,181,48,1,0,0,6,0
2000002828827320 ,124,102,2,0,0,33,65,46,20,10,53,18,7,0.86,374,29,9,0,0,3,0
2000002496324910 ,8,13,3,0,0,0,0,0,1,0,2,0,2,0.5,154,6,0,0,0,1,0
2000002749200120 ,95,55,2,0,0,59,26,43,13,4,13,5,5,0.8,376,25,4,0,0,2,0
2000001818095400 ,81,48,8,0,0,34,24,51,12,8,9,4,4,1.5,38,31,4,0,0,1,0
2000002432200430 ,32,77,16,0,0,0,0,0,14,13,2,0,5,1,62,2,0,0,0,3,0
2000002596437230 ,28,30,5,0,0,0,13,9,6,55,16,0,5,1.4,366,244,3,0,0,3,0
2000002732603320 ,156,91,4,0,0,42,72,103,21,11,87,8,4,0.75,67,46,8,0,0,2,0
2000002428533990 ,70,30,9,0,0,34,14,25,62,8,1,3,6,1.17,81,83,4,0,0,2,0
2000002393909130 ,41,29,4,0,0,31,13,9,9,2,2,4,4,1.5,37,18,2,0,0,2,0
2000002444934960 ,49,22,2,0,0,51,58,12,6,5,15,2,4,0.75,117,36,5,0,1,5,0
2000001664492370 ,93,55,12,2,53,29,13,21,26,22,48,9,8,1.5,369,21,6,2,0,5,0
2000002690464000 ,46,44,2,0,14,10,10,23,6,23,32,0,5,1,41,26,6,0,0,3,0
2000002491619300 ,71,81,6,0,0,17,7,14,6,4,41,6,4,0.75,116,11,3,0,0,5,0
2000001595165050 ,61,52,5,0,0,17,7,22,6,12,5,11,3,2.33,380,11,4,0,0,4,0
2000002419615820 ,92,97,1,0,0,25,16,45,15,1,0,29,8,0.88,19,11,5,0,0,6,0
2000002362031860 ,18,7,0,0,0,9,7,11,3,0,0,0,3,1.67,59,15,1,0,0,4,0
2000002404319750 ,98,71,13,0,0,34,13,27,34,19,5,17,7,0.86,31,13,5,0,0,5,0
2000002732599830 ,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,66,1,0,0,0,2,0
2000002432595310 ,38,50,9,2,0,0,0,0,11,6,4,0,8,1.13,38,15,3,0,0,2,0
2000002544413640 ,69,17,1,0,0,34,17,24,12,1,0,8,5,1.4,380,7,3,0,0,4,0
2000002885505850 ,0,12,0,0,0,0,1,0,0,0,0,0,1,0,165,3,1,0,0,2,0
2000002417898310 ,89,54,1,0,0,40,30,30,18,1,1,8,7,1,372,23,4,0,0,5,0
2000002502235560 ,86,102,11,0,0,8,8,12,19,16,59,1,5,1,60,44,5,0,0,4,0
2000002400714440 ,71,69,8,0,0,22,13,22,9,9,17,1,7,1,21,28,3,0,0,3,0
2000002475305390 ,34,24,0,0,0,32,4,2,6,0,1,0,5,1,68,3,2,0,0,6,0
